reference_id,frame_index,timestamp_seconds,image_path,telemetry_block_index,drone_lat,drone_lon,rel_alt_m,abs_alt_m,manual_height_above_takeoff_m,manual_camera_angle_deg,local_x_m,local_y_m,feature_type,feature_path,feature_status
4cf8d389-690a-422e-9621-e1b8f17f3615,3177,106.0,frames/frame_003177.jpg,3177,32.104502,35.205248,119.8,829.842,120.0,45.0,-421.6081239553011,208.824301679223,orb,features/frame_003177_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3207,107.0,frames/frame_003207.jpg,3207,32.104513,35.20521,119.8,829.842,120.0,45.0,-425.1874601279512,210.04744721628887,orb,features/frame_003207_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3237,108.0,frames/frame_003237.jpg,3237,32.104533,35.205148,119.8,829.842,120.0,45.0,-431.02742967332995,212.27134819334694,orb,features/frame_003237_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3267,109.0,frames/frame_003267.jpg,3267,32.104561,35.205068,119.7,829.742,120.0,45.0,-438.5628742484222,215.38480955948998,orb,features/frame_003267_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3297,110.0,frames/frame_003297.jpg,3297,32.104593,35.204977,119.8,829.842,120.0,45.0,-447.13444245192886,218.94305112215073,orb,features/frame_003297_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3327,111.0,frames/frame_003327.jpg,3327,32.104627,35.204879,119.8,829.842,120.0,45.0,-456.3653620560657,222.7236827818852,orb,features/frame_003327_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3357,112.0,frames/frame_003357.jpg,3357,32.104665,35.204776,119.8,829.842,120.0,45.0,-466.0672469456019,226.9490946365573,orb,features/frame_003357_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3387,113.0,frames/frame_003387.jpg,3387,32.104701,35.204673,119.8,829.842,120.0,45.0,-475.76913183580746,230.9521163941556,orb,features/frame_003387_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3417,114.0,frames/frame_003417.jpg,3417,32.104738,35.204568,119.8,829.842,120.0,45.0,-485.65940283990506,235.06633320029079,orb,features/frame_003417_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3447,115.0,frames/frame_003447.jpg,3447,32.104777,35.20446,119.8,829.842,120.0,45.0,-495.8322530161793,239.40294010428977,orb,features/frame_003447_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3477,116.0,frames/frame_003477.jpg,3477,32.104816,35.204347,119.8,829.842,120.0,45.0,-506.47606847785306,243.7395470082888,orb,features/frame_003477_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3506,117.0,frames/frame_003506.jpg,3507,32.104857,35.20423,119.8,829.842,120.0,45.0,-517.4966561679802,248.2985440101516,orb,features/frame_003506_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3536,118.0,frames/frame_003536.jpg,3537,32.104897,35.204114,119.8,829.842,120.0,45.0,-528.4230508018306,252.7463459626875,orb,features/frame_003536_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3566,119.0,frames/frame_003566.jpg,3567,32.104938,35.203998,119.8,829.842,120.0,45.0,-539.3494454350118,257.3053429637602,orb,features/frame_003566_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3596,120.0,frames/frame_003596.jpg,3597,32.104979,35.203882,119.8,829.842,120.0,45.0,-550.275840068193,261.86433996562306,orb,features/frame_003596_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3626,121.0,frames/frame_003626.jpg,3627,32.10502,35.203764,119.8,829.842,120.0,45.0,-561.3906208159354,266.4233369674859,orb,features/frame_003626_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3656,122.0,frames/frame_003656.jpg,3657,32.10506,35.203647,119.8,829.842,120.0,45.0,-572.411208506732,270.87113892002174,orb,features/frame_003656_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3686,123.0,frames/frame_003686.jpg,3687,32.105102,35.203531,119.8,829.842,120.0,45.0,-583.3376031399132,275.5413309704214,orb,features/frame_003686_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3716,124.0,frames/frame_003716.jpg,3717,32.10515,35.203424,119.9,829.942,120.0,45.0,-593.4162602585722,280.87869331362253,orb,features/frame_003716_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3746,125.0,frames/frame_003746.jpg,3747,32.10521,35.203334,119.9,829.942,120.0,45.0,-601.8936354051326,287.5503962424263,orb,features/frame_003746_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3776,126.0,frames/frame_003776.jpg,3777,32.105281,35.20328,119.9,829.942,120.0,45.0,-606.9800604929352,295.445244708296,orb,features/frame_003776_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3806,127.0,frames/frame_003806.jpg,3807,32.10535,35.203277,119.8,829.842,120.0,45.0,-607.2626396644426,303.11770307709196,orb,features/frame_003806_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3836,128.0,frames/frame_003836.jpg,3837,32.105399,35.203312,119.8,829.842,120.0,45.0,-603.9658826632999,308.5662604688299,orb,features/frame_003836_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3866,129.0,frames/frame_003866.jpg,3867,32.10543,35.203367,119.8,829.842,120.0,45.0,-598.7852645178821,312.0133069821637,orb,features/frame_003866_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3896,130.0,frames/frame_003896.jpg,3897,32.105471,35.203437,119.8,829.842,120.0,45.0,-592.1917505149272,316.5723039840265,orb,features/frame_003896_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3926,131.0,frames/frame_003926.jpg,3927,32.105516,35.203519,119.8,829.842,120.0,45.0,-584.4679198259428,321.5760811808269,orb,features/frame_003926_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3956,132.0,frames/frame_003956.jpg,3957,32.105566,35.20361,119.9,829.942,120.0,45.0,-575.8963516224361,327.1358336218918,orb,features/frame_003956_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,3986,133.0,frames/frame_003986.jpg,3987,32.105619,35.203708,119.9,829.942,120.0,45.0,-566.6654320182994,333.0291712085672,orb,features/frame_003986_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4016,134.0,frames/frame_004016.jpg,4017,32.105664,35.20381,119.9,829.942,120.0,45.0,-557.0577401857092,338.0329484053677,orb,features/frame_004016_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4046,135.0,frames/frame_004046.jpg,4046,32.105698,35.203916,119.8,829.842,120.0,45.0,-547.0732761239963,341.81358006510214,orb,features/frame_004046_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4076,136.0,frames/frame_004076.jpg,4076,32.105732,35.204026,119.8,829.842,120.0,45.0,-536.71203983383,345.59421172562674,orb,features/frame_004076_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4106,137.0,frames/frame_004106.jpg,4106,32.105767,35.204139,119.9,829.942,120.0,45.0,-526.0682243721562,349.4860384338981,orb,features/frame_004106_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4136,138.0,frames/frame_004136.jpg,4136,32.105803,35.204255,119.9,829.942,120.0,45.0,-515.1418297383058,353.48906019149643,orb,features/frame_004136_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4166,139.0,frames/frame_004166.jpg,4166,32.105839,35.204372,119.9,829.942,120.0,45.0,-504.12124204817854,357.4920819490947,orb,features/frame_004166_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4196,140.0,frames/frame_004196.jpg,4196,32.105876,35.20449,119.9,829.942,120.0,45.0,-493.006461300436,361.6062987552299,orb,features/frame_004196_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4226,141.0,frames/frame_004226.jpg,4226,32.105912,35.204609,119.9,829.942,120.0,45.0,-481.79748749574736,365.60932051203815,orb,features/frame_004226_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4256,142.0,frames/frame_004256.jpg,4256,32.105946,35.204727,119.9,829.942,120.0,45.0,-470.6827067480049,369.38995217256274,orb,features/frame_004256_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4286,143.0,frames/frame_004286.jpg,4286,32.105969,35.204844,119.9,829.942,120.0,45.0,-459.66211905720843,371.94743829523134,orb,features/frame_004286_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4316,144.0,frames/frame_004316.jpg,4316,32.105983,35.204961,119.9,829.942,120.0,45.0,-448.64153136708126,373.5041689786979,orb,features/frame_004316_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4346,145.0,frames/frame_004346.jpg,4346,32.105996,35.20508,119.9,829.942,120.0,45.0,-437.4325575617234,374.94970461283754,orb,features/frame_004346_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4376,146.0,frames/frame_004376.jpg,4376,32.106007,35.205202,119.9,829.942,120.0,45.0,-425.9410045855274,376.1728501499034,orb,features/frame_004376_orb.npz,extracted
4cf8d389-690a-422e-9621-e1b8f17f3615,4406,147.0,frames/frame_004406.jpg,4406,32.106017,35.205326,119.9,829.942,120.0,45.0,-414.2610654947701,377.28480063843244,orb,features/frame_004406_orb.npz,extracted
